Ecol_Site,Treatment,Site,Plot,Indicator,1stHitAvg,AnyHitAvg
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Total Foliar,0.387,0.387
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Total Litter,0,0.36
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Woody Litter,0,0.04
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Annual,0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Bare Soil,0,0.373
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Forb/herb (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Forb/herb (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Graminoid (All),0.053,0.073
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Graminoid (Perennial),0.053,0.073
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Litter,0,0.193
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Perennial,0.313,0.313
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Shrub (All),0.193,0.207
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Sub-Shrub (All),0.067,0.093
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Succulent (All),0,0.007
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Total Foliar,0.313,0.313
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Total Litter,0,0.22
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 03,Woody Litter,0,0.033
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Annual,0.14,0.147
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Bare Soil,0,0.24
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Forb/herb (All),0.147,0.153
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Forb/herb (Invasive),0.14,0.147
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Forb/herb (Perennial),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Graminoid (All),0.367,0.38
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Graminoid (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Graminoid (Perennial),0.367,0.38
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Litter,0,0.413
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Perennial,0.42,0.42
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Shrub (All),0.053,0.053
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Shrub (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Sub-Shrub (All),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Succulent (All),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Succulent (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Total Foliar,0.567,0.567
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Total Litter,0,0.433
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Tree (All),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Tree (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2016,North North Chiflo 04,Woody Litter,0,0.04
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Annual,0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Bare Soil,0,0.147
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Forb/herb (All),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Forb/herb (Invasive),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Forb/herb (Perennial),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Graminoid (All),0.147,0.187
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Graminoid (Invasive),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Graminoid (Perennial),0.147,0.187
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Litter,0,0.56
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Perennial,0.473,0.473
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Shrub (All),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Shrub (Invasive),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Sub-Shrub (All),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Succulent (All),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Succulent (Invasive),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Total Foliar,0.473,0.473
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Total Litter,0,0.647
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Tree (All),0.313,0.313
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Tree (Invasive),0,0
F048AY015NM,Thin & Burn,Non Treatment 2015,PJ Mix 170,Woody Litter,0,0.187
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Annual,0,0
R036XB006NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Bare Soil,0,0.16
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Forb/herb (All),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Forb/herb (Invasive),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Forb/herb (Perennial),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Graminoid (All),0.04,0.047
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Graminoid (Invasive),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Graminoid (Perennial),0.04,0.047
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Litter,0,0.74
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Perennial,0.573,0.573
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Shrub (All),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Shrub (Invasive),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Sub-Shrub (All),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Succulent (All),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Succulent (Invasive),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Total Foliar,0.573,0.573
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Total Litter,0,0.753
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Tree (All),0.533,0.533
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Tree (Invasive),0,0
R036XB007NM,Thin & Burn,Non Treatment 2014,PJ Quercus - 24,Woody Litter,0,0.147
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Annual,0.027,0.033
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Bare Soil,0,0.193
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Forb/herb (All),0.033,0.04
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Forb/herb (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Forb/herb (Perennial),0.007,0.007
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Graminoid (All),0.153,0.16
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Graminoid (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Graminoid (Perennial),0.153,0.16
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Litter,0,0.513
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Perennial,0.32,0.32
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Shrub (All),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Shrub (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Sub-Shrub (All),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Succulent (All),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Succulent (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Total Foliar,0.347,0.347
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Total Litter,0,0.553
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Tree (All),0.16,0.16
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Tree (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2015,Rock Outcrop 194,Woody Litter,0,0.087
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Annual,0.167,0.2
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Bare Soil,0,0.227
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Forb/herb (All),0.167,0.2
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Forb/herb (Invasive),0.02,0.02
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Graminoid (All),0.347,0.393
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Graminoid (Perennial),0.347,0.393
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Litter,0,0.52
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Perennial,0.367,0.4
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Shrub (All),0.02,0.02
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Sub-Shrub (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Succulent (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Total Foliar,0.533,0.533
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Total Litter,0,0.587
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,South Chiflo (North) 02,Woody Litter,0,0.12
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Annual,0.033,0.04
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Bare Soil,0,0.373
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Forb/herb (All),0.04,0.047
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Forb/herb (Perennial),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Graminoid (All),0.22,0.26
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Graminoid (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Graminoid (Perennial),0.22,0.26
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Litter,0,0.24
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Perennial,0.433,0.46
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Shrub (All),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Shrub (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Sub-Shrub (All),0.213,0.26
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Succulent (All),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Succulent (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Total Foliar,0.473,0.473
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Total Litter,0,0.273
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Tree (All),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Tree (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2015,South Chiflo (South) 01,Woody Litter,0,0.033
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Annual,0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Bare Soil,0,0.207
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Forb/herb (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Forb/herb (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Graminoid (All),0.4,0.4
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Graminoid (Perennial),0.4,0.4
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Litter,0,0.513
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Perennial,0.433,0.433
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Shrub (All),0.04,0.04
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Sub-Shrub (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Succulent (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Total Foliar,0.44,0.44
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Total Litter,0,0.6
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,South Chiflo North - 01,Woody Litter,0,0.113
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Annual,0.027,0.047
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Bare Soil,0,0.18
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Forb/herb (All),0.033,0.06
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Forb/herb (Invasive),0.02,0.033
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Forb/herb (Perennial),0.007,0.013
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Graminoid (All),0.533,0.56
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Graminoid (Perennial),0.533,0.56
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Litter,0,0.4
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Perennial,0.58,0.58
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Shrub (All),0.04,0.073
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Sub-Shrub (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Succulent (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Total Foliar,0.607,0.607
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Total Litter,0,0.5
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,South Chiflo North 03,Woody Litter,0,0.147
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Annual,0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Bare Soil,0,0.3
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Forb/herb (All),0.027,0.027
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Forb/herb (Perennial),0.027,0.027
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Graminoid (All),0.293,0.3
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Graminoid (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Graminoid (Perennial),0.293,0.3
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Litter,0,0.4
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Perennial,0.44,0.44
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Shrub (All),0.033,0.033
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Shrub (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Sub-Shrub (All),0.087,0.093
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Succulent (All),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Succulent (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Total Foliar,0.44,0.44
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Total Litter,0,0.44
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Tree (All),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Tree (Invasive),0,0
R036XB006NM,Shave & Interseed,RGdNNM Treatment 2014,South Chiflo South - 01,Woody Litter,0,0.067
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Annual,0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Bare Soil,0,0.627
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Forb/herb (All),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Forb/herb (Perennial),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Graminoid (All),0.08,0.087
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Graminoid (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Graminoid (Perennial),0.08,0.087
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Litter,0,0.107
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Perennial,0.273,0.273
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Shrub (All),0.067,0.067
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Shrub (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Sub-Shrub (All),0.127,0.133
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Succulent (All),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Succulent (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Total Foliar,0.28,0.28
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Total Litter,0,0.127
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Tree (All),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Tree (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 01,Woody Litter,0,0.02
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Annual,0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Bare Soil,0,0.187
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Forb/herb (All),0.14,0.14
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Forb/herb (Perennial),0.14,0.14
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Graminoid (All),0.193,0.24
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Graminoid (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Graminoid (Perennial),0.193,0.24
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Litter,0,0.627
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Perennial,0.527,0.527
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Shrub (All),0.147,0.147
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Shrub (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Sub-Shrub (All),0.047,0.053
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Succulent (All),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Succulent (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Total Foliar,0.527,0.527
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Total Litter,0,0.653
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Tree (All),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Tree (Invasive),0,0
R036XB006NM,Shave & Seed,RGdNNM Treatment 2014,Wild River East - 05,Woody Litter,0,0.08
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Annual,0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Bare Soil,0,0.26
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Forb/herb (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Forb/herb (Perennial),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Graminoid (All),0.227,0.253
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Graminoid (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Graminoid (Perennial),0.227,0.253
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Litter,0,0.44
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Perennial,0.42,0.42
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Shrub (All),0.04,0.04
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Shrub (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Sub-Shrub (All),0.153,0.16
